,label_0,freq_0,label_1,freq_1,label_2,freq_2,label_3,freq_3,label_4,freq_4,label_5,freq_5
282,"('Multi-kink collisions in the $ϕ^6$ model', 'Coherent scattering from semi-infinite non-Hermitian potentials')",2.0,"('Automated Synthesis of Safe Digital Controllers for Sampled-Data Stochastic Nonlinear Systems', 'Foundation for a series of efficient simulation algorithms')",2,"('Flatness results for nonlocal minimal cones and subgraphs', 'Small subgraphs and their extensions in a random distance graph', 'Willis Theory via Graphs', 'The list chromatic number of graphs with small clique number', 'Cayley properties of the line graphs induced by of consecutive layers of the hypercube', 'Counting Dominating Sets of Graphs', 'Graph complexity and Mahler measure', 'An upper bound on the distinguishing index of graphs with minimum degree at least two', 'A gradient estimate for nonlocal minimal graphs', 'Hook removal operators on the odd Young graph', 'Cycle packings of the complete multigraph', 'Do triangle-free planar graphs have exponentially many 3-colorings?', 'The numbers of edges of 5-polytopes with a given number of vertices', 'On measures of edge-uncolorability of cubic graphs: A brief survey and some new results', 'A Complete Characterization of the 1-Dimensional Intrinsic Cech Persistence Diagrams for Metric Graphs', 'Some algebraic invariants of edge ideal of circulant graphs')",2.0,"('TherML: Thermodynamics of Machine Learning', 'GuideR: a guided separate-and-conquer rule learning in classification, regression, and survival settings')",2.0,"('An Unsupervised Homogenization Pipeline for Clustering Similar Patients using Electronic Health Record Data', 'A Framework for Implementing Machine Learning on Omics Data', 'Learning a Generative Model of Cancer Metastasis')",2.0,,
283,"('Induced density correlations in a sonic black hole condensate', 'Primordial perturbations from inflation with a hyperbolic field-space', 'An analytic resolution to the competition between Lyman-Werner radiation and metal winds in direct collapse black hole hosts', 'Linking High-Energy Cosmic Particles by Black-Hole Jets Embedded in Large-Scale Structures', 'Resonant particle production during inflation: a full analytical study')",2.0,"('LAAIR: A Layered Architecture for Autonomous Interactive Robots', 'In-home and remote use of robotic body surrogates by people with profound motor deficits', 'Robot human interface for housekepeer with wireless capabilities', 'Robust Gesture-Based Communication for Underwater Human-Robot Interaction in the context of Search and Rescue Diver Missions', 'FluxMarker: Enhancing Tactile Graphics with Dynamic Tactile Markers', 'User Experience of the CoSTAR System for Instruction of Collaborative Robots', 'On Evaluation of Embodied Navigation Agents', 'PythonRobotics: a Python code collection of robotics algorithms', 'Autonomy in the interactive music system VIVO')",2,"('Asymptotics of the bound state induced by $δ$-interaction supported on a weakly deformed plane', 'GBDT of discrete skew-selfadjoint Dirac systems and explicit solutions of the corresponding non-stationary problems')",2.0,"('Deep Multimodal Subspace Clustering Networks', 'Maximal Jacobian-based Saliency Map Attack')",2.0,"('Membrane Trafficking in the Yeast Saccharomyces cerevisiae Model', 'Universal kinetics for engagement of mechanosensing pathways in cell adhesion', 'Entropy Production Rate is Maximized in Non-Contractile Actomyosin', 'Dynein catch bond as a mediator of codependent bidirectional cellular transport')",2.0,,
284,"('Searching for the Transit of the Earth--mass exoplanet Proxima~Centauri~b in Antarctica: Preliminary Result', 'Forecasting the Impact of Stellar Activity on Transiting Exoplanet Spectra', 'Centroid vetting of transiting planet candidates from the Next Generation Transit Survey', 'The GAPS Programme with HARPS-N@TNG XIV. Investigating giant planet migration history via improved eccentricity and mass determination for 231 transiting planets', 'Likely Transiting Exocomets Detected by Kepler')",2.0,"('3D Human Pose Estimation in RGBD Images for Robotic Task Learning', 'Learning body-affordances to simplify action spaces')",2,"('Convolution Semigroups of Probability Measures on Gelfand Pairs, Revisited', 'On vector measures and extensions of transfunctions', 'Hausdorff Measure: Lost in Translation', 'On thin local sets of the Gaussian free field', 'On the structure of Hausdorff moment sequences of complex matrices', 'Construction of dynamical semigroups by a functional regularisation à la Kato', 'The maximum of the 1-measurement of a metric measure space', 'An example related to the slicing inequality for general measures')",2.0,"('Split-and-augmented Gibbs sampler - Application to large-scale inference problems', 'An Asymptotically Efficient Metropolis-Hastings Sampler for Bayesian Inference in Large-Scale Educational Measuremen')",2.0,"('A Biologically Plausible Supervised Learning Method for Spiking Neural Networks Using the Symmetric STDP Rule', 'Pre-Synaptic Pool Modification (PSPM): A Supervised Learning Procedure for Spiking Neural Networks')",2.0,,
285,"('A System of Three Super Earths Transiting the Late K-Dwarf GJ 9827 at Thirty Parsecs', 'Characterizing Exoplanet Habitability', 'Searching for the Transit of the Earth--mass exoplanet Proxima~Centauri~b in Antarctica: Preliminary Result', 'The LCES HIRES/Keck Precision Radial Velocity Exoplanet Survey', 'Forecasting the Impact of Stellar Activity on Transiting Exoplanet Spectra', 'Comparative Climates of TRAPPIST-1 planetary system: results from a simple climate-vegetation model', 'Centroid vetting of transiting planet candidates from the Next Generation Transit Survey', 'The GAPS Programme with HARPS-N@TNG XIV. Investigating giant planet migration history via improved eccentricity and mass determination for 231 transiting planets', ""Orbital Evolution, Activity, and Mass Loss of Comet C/1995 O1 (Hale-Bopp). I. Close Encounter with Jupiter in Third Millennium BCE and Effects of Outgassing on the Comet's Motion and Physical Properties"", 'Likely Transiting Exocomets Detected by Kepler')",2.0,"('Optimal Input Placement in Lattice Graphs', 'Construction of Directed 2K Graphs')",2,"('Representing numbers as the sum of squares and powers in the ring $\\mathbb{Z}_n$', 'Bounded gaps between primes in short intervals', 'On solving a restricted linear congruence using generalized Ramanujan sums')",2.0,"('Towards Arbitrary Noise Augmentation - Deep Learning for Sampling from Arbitrary Probability Distributions', 'Bayesian Deep Convolutional Encoder-Decoder Networks for Surrogate Modeling and Uncertainty Quantification')",2.0,"('Mitochondrial network fragmentation modulates mutant mtDNA accumulation independently of absolute fission-fusion rates', 'Linking de novo assembly results with long DNA reads by dnaasm-link application')",2.0,,
286,"('Near-infrared laser thermal conjunctivoplasty', 'Controlling motile disclinations in a thick nematogenic material with an electric field', 'Formation of High Pressure Gradients at the Free Surface of a Liquid Dielectric in a Tangential Electric Field')",2.0,"('Towards a Service-oriented Platform for Intelligent Apps in Intermediate Cities', 'Systems, Actors and Agents: Operation in a multicomponent environment')",2,"('On types of degenerate critical points of real polynomial functions', 'On a binary system of Prendiville: The cubic case', ""A question proposed by K. Mahler on exceptional sets of transcendental functions with integer coefficients: solution of a Mahler's problem"")",2.0,"('Computationally Efficient Estimation of the Spectral Gap of a Markov Chain', 'Estimate exponential memory decay in Hidden Markov Model and its applications')",2.0,"('α7 nicotinic acetylcholine receptor signaling modulates ovine fetal brain astrocytes transcriptome in response to endotoxin: comparison to microglia, implications for prenatal stress and development of autism spectrum disorder', 'Identification of Key Proteins Involved in Axon Guidance Related Disorders: A Systems Biology Approach')",2.0,,
287,"('The 10 phases of spin chains with two Ising symmetries', 'Photonic topological pumping through the edges of a dynamical four-dimensional quantum Hall system', 'Index of Dirac operators and classification of topological insulators')",2.0,"('Static Free Space Detection with Laser Scanner using Occupancy Grid Maps', 'Probabilistic Surfel Fusion for Dense LiDAR Mapping')",2,"('Local methods for blocks of finite simple groups', 'Bounding the composition length of primitive permutation groups and completely reducible linear groups', 'Autocommuting probability of a finite group relative to its subgroups', 'Short Laws for Finite Groups and Residual Finiteness Growth', 'The depth of a finite simple group')",2.0,"('Conditional Time Series Forecasting with Convolutional Neural Networks', 'Deep Multi-View Spatial-Temporal Network for Taxi Demand Prediction', 'How To Extract Fashion Trends From Social Media? A Robust Object Detector With Support For Unsupervised Learning')",2.0,"('Why Abeta42 Is Much More Toxic Than Abeta40', 'CTCF Degradation Causes Increased Usage of Upstream Exons in Mouse Embryonic Stem Cells')",2.0,,
288,"('Interlayer coupling and gate-tunable excitons in transition metal dichalcogenide heterostructures', 'Photo-Induced Bandgap Renormalization Governs the Ultrafast Response of Single-Layer MoS2')",2.0,"('Stop talking to me -- a communication-avoiding ADER-DG realisation', 'Making up for the deficit in a marathon run')",2,"('Modular curves with infinitely many cubic points', 'Completely $p$-primitive binary quadratic forms', 'Factorization of arithmetic automorphic periods', ""Universal elliptic Gauß sums for Atkin primes in Schoof's algorithm"")",2.0,"('Towards more Reliable Transfer Learning', 'AFT*: Integrating Active Learning and Transfer Learning to Reduce Annotation Efforts')",2.0,"('Large-scale validation of an automatic EEG arousal detection algorithm using different heterogeneous databases', 'Machine learning of neuroimaging to diagnose cognitive impairment and dementia: a systematic review and comparative analysis')",2.0,,
289,"('Viscous dynamics of drops and bubbles in Hele-Shaw cells: drainage, drag friction, coalescence, and bursting', 'Surface tension of flowing soap films')",2.0,"('Artificial Intelligence Based Malware Analysis', 'SAML-QC: a Stochastic Assessment and Machine Learning based QC technique for Industrial Printing')",2,"('Extended Trust-Region Problems with One or Two Balls: Exact Copositive and Lagrangian Relaxations', 'A Theory of Solvability for Lossless Power Flow Equations -- Part I: Fixed-Point Power Flow')",2.0,"('Fast and Scalable Bayesian Deep Learning by Weight-Perturbation in Adam', 'Algorithms for solving optimization problems arising from deep neural net models: nonsmooth problems', 'Neural Architecture Search with Bayesian Optimisation and Optimal Transport')",2.0,"('The self-referring DNA and protein: a remark on physical and geometrical aspects', 'Determinants of cyclization-decyclization kinetics of short DNA with sticky ends')",2.0,,
290,"('Jastrow form of the Ground State Wave Functions for Fractional Quantum Hall States', 'Photonic topological pumping through the edges of a dynamical four-dimensional quantum Hall system')",2.0,"('A New Achievable Rate Region for Multiple-Access Channel with States', 'On the Computation of the Shannon Capacity of a Discrete Channel with Noise', 'The adaptive zero-error capacity for a class of channels with noisy feedback')",2,"('Spaces of orders of some one-relator groups', 'Local methods for blocks of finite simple groups', 'Bounding the composition length of primitive permutation groups and completely reducible linear groups', 'Inverse system characterizations of the (hereditarily) just infinite property in profinite groups', 'Actions of automorphism groups of Lie groups', 'Autocommuting probability of a finite group relative to its subgroups', ""On effective Birkhoff's ergodic theorem for computable actions of amenable groups"", 'Unitary Groups as Stabilizers of Orbits', 'Short Laws for Finite Groups and Residual Finiteness Growth', 'The depth of a finite simple group', 'Defining Equations of Nilpotent Orbits for Borel Subgroups of Modality Zero in Type $A_{n}$', 'Parabolic subgroup orbits on finite root systems', 'Semi-extraspecial groups with an abelian subgroup of maximal possible order', ""Cherlin's conjecture for almost simple groups of Lie rank 1"")",2.0,"('Disruptive Behavior Disorder (DBD) Rating Scale for Georgian Population', 'On the analysis of personalized medication response and classification of case vs control patients in mobile health studies: the mPower case study')",2.0,"('PT-Spike: A Precise-Time-Dependent Single Spike Neuromorphic Architecture with Efficient Supervised Learning', 'BindsNET: A machine learning-oriented spiking neural networks library in Python')",2.0,,
291,"('Searching for the Transit of the Earth--mass exoplanet Proxima~Centauri~b in Antarctica: Preliminary Result', 'Forecasting the Impact of Stellar Activity on Transiting Exoplanet Spectra', 'Centroid vetting of transiting planet candidates from the Next Generation Transit Survey', 'The GAPS Programme with HARPS-N@TNG XIV. Investigating giant planet migration history via improved eccentricity and mass determination for 231 transiting planets')",2.0,"('Multipath Error Correction in Radio Interferometric Positioning Systems', 'Using Inertial Sensors for Position and Orientation Estimation')",2,"('A finite element approximation for the stochastic Maxwell--Landau--Lifshitz--Gilbert system', 'An energy method for rough partial differential equations')",2.0,"('Discovery of Complex Anomalous Patterns of Sexual Violence in El Salvador', 'Actions Speak Louder Than Goals: Valuing Player Actions in Soccer')",2.0,"('Non-normality, reactivity, and intrinsic stochasticity in neural dynamics: a non-equilibrium potential approach', 'Storing and retrieving long-term memories: cooperation and competition in synaptic dynamics')",2.0,,
292,"('Localized magnetic moments with tunable spin exchange in a gas of ultracold fermions', 'Coupled spin-charge dynamics in helical Fermi liquids beyond the random phase approximation')",2.0,"('Expressions of Sentiments During Code Reviews: Male vs. Female', 'Winning on the Merits: The Joint Effects of Content and Style on Debate Outcomes')",2,"('Difference analogue of second main theorems for meromorphic mapping into algebraic variety', 'Boundedness of $\\mathbb{Q}$-Fano varieties with degrees and alpha-invariants bounded from below')",2.0,"('Does agricultural subsidies foster Italian southern farms? A Spatial Quantile Regression Approach', 'Statistical Implications of the Revenue Transfer Methodology in the Affordable Care Act')",2.0,"('A streamlined, general approach for computing ligand binding free energies and its application to GPCR-bound cholesterol', 'Combining Alchemical Transformation with Physical Pathway to Accurately Compute Absolute Binding Free Energy')",2.0,,
293,"('Adverse effects of polymer coating on heat transport at solid-liquid interface', 'Analyses and estimation of certain design parameters of micro-grooved heat pipes', 'Molecular Simulation of Caloric Properties of Fluids Modelled by Force Fields with Intramolecular Contributions: Application to Heat Capacities')",2.0,"('InverseFaceNet: Deep Monocular Inverse Face Rendering', 'Multi-Scale Continuous CRFs as Sequential Deep Networks for Monocular Depth Estimation')",2,"('On the $μ$-ordinary locus of a Shimura variety', 'Adelic point groups of elliptic curves')",2.0,"('Bootstrapping Exchangeable Random Graphs', 'On the Performance of a Canonical Labeling for Matching Correlated Erdős-Rényi Graphs', 'Uniform Consistency in Stochastic Block Model with Continuous Community Label', 'Comparing Graph Clusterings: Set partition measures vs. Graph-aware measures')",2.0,"('Discrete structure of the brain rhythms', 'White Matter Network Architecture Guides Direct Electrical Stimulation Through Optimal State Transitions')",2.0,,
294,"('Interlayer coupling and gate-tunable excitons in transition metal dichalcogenide heterostructures', 'Charge polarization effects on the optical response of blue-emitting superlattices')",2.0,"('Intuitionistic Layered Graph Logic: Semantics and Proof Theory', 'A Verified Algorithm Enumerating Event Structures')",2,"('Experimental Evidence on a Refined Conjecture of the BSD type', 'Complementary legs and rational balls')",2.0,"('Robust and Efficient Boosting Method using the Conditional Risk', 'Enhanced version of AdaBoostM1 with J48 Tree learning method', 'Understanding Membership Inferences on Well-Generalized Learning Models', 'Semi-Supervised Approaches to Efficient Evaluation of Model Prediction Performance', 'Alternate Estimation of a Classifier and the Class-Prior from Positive and Unlabeled Data', 'On semi-supervised learning', 'Optimizing Prediction Intervals by Tuning Random Forest via Meta-Validation', 'Finding Influential Training Samples for Gradient Boosted Decision Trees')",2.0,"('Fading of collective attention shapes the evolution of linguistic variants', 'The Dynamics of Norm Change in the Cultural Evolution of Language')",2.0,,
295,"('Viscous dynamics of drops and bubbles in Hele-Shaw cells: drainage, drag friction, coalescence, and bursting', 'Cross-stream migration of a surfactant-laden deformable droplet in a Poiseuille flow')",2.0,"('Rotation Invariance Neural Network', 'Recognizing Objects In-the-wild: Where Do We Stand?', 'PVEs: Position-Velocity Encoders for Unsupervised Learning of Structured State Representations')",2,"('Spherical Functions on Riemannian Symmetric Spaces', 'Closed-Form Exact Inverses of the Weakly Singular and Hypersingular Operators On Disks', 'Fourier dimension and spectral gaps for hyperbolic surfaces')",2.0,"('Attention-Based Guided Structured Sparsity of Deep Neural Networks', 'Low-Precision Floating-Point Schemes for Neural Network Training', 'Flexible Deep Neural Network Processing', 'Soft Weight-Sharing for Neural Network Compression', 'Data-Dependent Coresets for Compressing Neural Networks with Applications to Generalization Bounds', 'DCFNet: Deep Neural Network with Decomposed Convolutional Filters', 'On decision regions of narrow deep neural networks', 'Binary Ensemble Neural Network: More Bits per Network or More Networks per Bit?')",2.0,"('Global stability of a network-based SIRS epidemic model with nonmonotone incidence rate', 'Robust parameter determination in epidemic models with analytical descriptions of uncertainties', 'Who is the infector? Epidemic models with symptomatic and asymptomatic cases', 'On the scaling patterns of infectious disease incidence in cities', 'The Impact of Information Dissemination on Vaccinating Epidemics in Multiplex Networks', 'Vulnerability to pandemics in a rapidly urbanizing society', 'Epidemiological impact of waning immunization on a vaccinated population', 'Early warning signals in plant disease outbreaks', 'Spatial Models of Vector-Host Epidemics with Directed Movement of Vectors Over Long Distances', 'Endemicity and prevalence of multipartite viruses under heterogeneous between-host transmission')",2.0,,
296,"('Resolving the age bimodality of galaxy stellar populations on kpc scales', 'The relation between galaxy morphology and colour in the EAGLE simulation')",2.0,"('Characterizing videos, audience and advertising in Youtube channels for kids', 'Winning on the Merits: The Joint Effects of Content and Style on Debate Outcomes')",2,"('Gorenstein homological properties of tensor rings', 'Algebras of generalized dihedral type')",2.0,"('A novel distribution-free hybrid regression model for manufacturing process efficiency improvement', 'Myopic Bayesian Design of Experiments via Posterior Sampling and Probabilistic Programming', 'The effect of prior probabilities on quantification and propagation of imprecise probabilities resulting from small datasets', 'Oracle Importance Sampling for Stochastic Simulation Models', 'Maximizing acquisition functions for Bayesian optimization', 'Analysis-of-marginal-Tail-Means (ATM): a robust method for discrete black-box optimization', 'Statistical Inference with Local Optima', 'Solvable Integration Problems and Optimal Sample Size Selection', 'Unbiased Simulation for Optimizing Stochastic Function Compositions', 'Optimization, fast and slow: optimally switching between local and Bayesian optimization', 'Inference Trees: Adaptive Inference with Exploration', 'Complexity Results for MCMC derived from Quantitative Bounds', 'Four Fundamental Questions in Probability Theory and Statistics')",2.0,"('Social versus Moral preferences in the Ultimatum Game: A theoretical model and an experiment', 'Doing good vs. avoiding bad in prosocial choice: A refined test and extension of the morality preference hypothesis', 'Time pressure and honesty in a deception game', 'A multiple attribute model resolves a conflict between additive and multiplicative models of incentive salience', 'An evolutionary game model for behavioral gambit of loyalists: Global awareness and risk-aversion', 'Can justice be fair when it is blind? How social network structures can promote or prevent the evolution of despotism')",2.0,,
297,"('Clamped seismic metamaterials: Ultra-low broad frequency stop-bands', 'Refracting Metasurfaces without Spurious Diffraction', 'Achromatic super-oscillatory lenses with sub-wavelength focusing', 'Large second harmonic generation enhancement in SiN waveguides by all-optically induced quasi phase matching')",2.0,"('""i have a feeling trump will win.................."": Forecasting Winners and Losers from User Predictions on Twitter', 'Of the People: Voting Is More Effective with Representative Candidates')",2,"('Bounded solutions for a class of Hamiltonian systems', 'Existence and regularity of positive solutions of quasilinear elliptic problems with singular semilinear term', 'R-boundedness Approach to linear third differential equations in a UMD Space')",2.0,"('Determinants of Mobile Money Adoption in Pakistan', 'Multi-party Poisoning through Generalized $p$-Tampering')",2.0,"('Not even wrong: The spurious link between biodiversity and ecosystem functioning', 'A model for random fire induced tree-grass coexistence in savannas', 'Interplay of spatial dynamics and local adaptation shapes species lifetime distributions and species-area relationships', 'Universal and generalizable restoration strategies for degraded ecological networks', 'Search for Food of Birds, Fish and Insects', 'Reconciling cooperation, biodiversity and stability in complex ecological communities', 'Spatial interactions and oscillatory tragedies of the commons')",2.0,,
298,"('IP determination and 1+1 REMPI spectrum of SiO at 210-220 nm with implications for SiO$^{+}$ ion trap loading', 'Photodetector figures of merit in terms of POVMs', 'Spatially resolved, energy-filtered imaging of core level and valence band photoemission of highly p and n doped silicon patterns', 'UV Detector based on InAlN/GaN-on-Si HEMT Stack with Photo-to-Dark Current Ratio > 107')",2.0,"('A modal typing system for self-referential programs and specifications', 'Intuitionistic Layered Graph Logic: Semantics and Proof Theory', 'On the incorporation of interval-valued fuzzy sets into the Bousi-Prolog system: declarative semantics, implementation and applications')",2,"('Effect algebras as presheaves on finite Boolean algebras', '(Non-)formality of the extended Swiss Cheese operads')",2.0,"('Class-Splitting Generative Adversarial Networks', 'An empirical study on evaluation metrics of generative adversarial networks', 'The Unusual Effectiveness of Averaging in GAN Training', 'VEEGAN: Reducing Mode Collapse in GANs using Implicit Variational Learning', 'Evolutionary Generative Adversarial Networks', 'Fictitious GAN: Training GANs with Historical Models')",2.0,"('Protein Folding and Machine Learning: Fundamentals', 'Conformation Clustering of Long MD Protein Dynamics with an Adversarial Autoencoder', 'Improving Protein Gamma-Turn Prediction Using Inception Capsule Networks', 'Protein Mutation Stability Ternary Classification using Neural Networks and Rigidity Analysis', 'Distance-based Protein Folding Powered by Deep Learning', 'Protein Classification using Machine Learning and Statistical Techniques: A Comparative Analysis')",2.0,,
299,"('Strong-coupling of WSe2 in ultra-compact plasmonic nanocavities at room temperature', 'Observation of surface plasmon polaritons in 2D electron gas of surface electron accumulation in InN nanostructures')",2.0,"('Siamese Network of Deep Fisher-Vector Descriptors for Image Retrieval', 'Deep Person Re-Identification with Improved Embedding and Efficient Training', 'Learning Efficient Image Representation for Person Re-Identification')",2,"('Monotonicity patterns and functional inequalities for classical and generalized Wright functions', 'Summability properties of Gabor expansions')",2.0,"('Subset Labeled LDA for Large-Scale Multi-Label Classification', 'Binary Matrix Factorization via Dictionary Learning', 'Dropout-based Active Learning for Regression', 'Stability Enhanced Large-Margin Classifier Selection', 'Learning Rates for Kernel-Based Expectile Regression')",2.0,"('Mitochondrial network fragmentation modulates mutant mtDNA accumulation independently of absolute fission-fusion rates', 'Variable domain N-linked glycosylation and negative surface charge are key features of monoclonal ACPA: implications for B-cell selection', 'Analysis of Sequence Polymorphism of LINEs and SINEs in Entamoeba histolytica', 'Fast Characterization of Segmental Duplications in Genome Assemblies', 'Linking de novo assembly results with long DNA reads by dnaasm-link application', 'Eight-cluster structure of chloroplast genomes differs from similar one observed for bacteria', 'The bromodomain-containing protein Ibd1 links multiple chromatin related protein complexes to highly expressed genes in Tetrahymena thermophila', 'Performance Analysis of MEC Approach for Haplotype Assembly')",2.0,,
300,"('Anomalous transport properties in Nb/Bi1.95Sb0.05Se3 hybrid structure', 'Quasiparticles and charge transfer at the two surfaces of the honeycomb iridate Na$_2$IrO$_3$')",2.0,"('On Study of the Reliable Fully Convolutional Networks with Tree Arranged Outputs (TAO-FCN) for Handwritten String Recognition', 'A Survey of Model Compression and Acceleration for Deep Neural Networks', 'Automated flow for compressing convolution neural networks for efficient edge-computation with FPGA', 'Pattern Generation Strategies for Improving Recognition of Handwritten Mathematical Expressions')",2,"('Modal operators and toric ideals', 'Non-commutative holomorphic semicocycles')",2.0,"('ServeNet: A Deep Neural Network for Web Service Classification', 'Deep Multi-View Spatial-Temporal Network for Taxi Demand Prediction', 'How To Extract Fashion Trends From Social Media? A Robust Object Detector With Support For Unsupervised Learning', 'Deep Belief Networks Based Feature Generation and Regression for Predicting Wind Power')",2.0,"('BOLD5000: A public fMRI dataset of 5000 images', 'Computational and informatics advances for reproducible data analysis in neuroimaging', 'Deep Learning for micro-Electrocorticographic (μECoG) Data', 'Interpretable LSTMs For Whole-Brain Neuroimaging Analyses', 'Large-scale validation of an automatic EEG arousal detection algorithm using different heterogeneous databases', 'Harnessing functional segregation across brain rhythms as a means to detect EEG oscillatory multiplexing during music listening', 'Machine learning of neuroimaging to diagnose cognitive impairment and dementia: a systematic review and comparative analysis', 'Simulating Brain Signals: Creating Synthetic EEG Data via Neural-Based Generative Models for Improved SSVEP Classification', 'Seemless Utilization of Heterogeneous XSede Resources to Accelerate Processing of a High Value Functional Neuroimaging Dataset', 'Optimizing deep video representation to match brain activity', 'Anticipating epileptic seizures through the analysis of EEG synchronization as a data classification problem', 'MEG-Derived Functional Tractography, Results for Normal and Concussed Cohorts')",2.0,,
301,"('A Comprehensive Study of Ly$α$ Emission in the High-redshift Galaxy Population', 'Origin of X-ray and gamma-ray emission from the Galactic central region')",2.0,"('Wiki-index of authors popularity', 'Measuring scientific buzz')",2,"('On the length of perverse sheaves and D-modules', ""Skoda's Ideal Generation from Vanishing Theorem for Semipositive Nakano Curvature and Cauchy-Schwarz Inequality for Tensors"")",2.0,"('VTA: An Open Hardware-Software Stack for Deep Learning', 'Low-Precision Floating-Point Schemes for Neural Network Training', 'Soft Weight-Sharing for Neural Network Compression', 'Data-Dependent Coresets for Compressing Neural Networks with Applications to Generalization Bounds')",2.0,"('$\\mathcal{R}_{0}$ fails to predict the outbreak potential in the presence of natural-boosting immunity', 'Global stability of a network-based SIRS epidemic model with nonmonotone incidence rate', 'Robust parameter determination in epidemic models with analytical descriptions of uncertainties', 'Who is the infector? Epidemic models with symptomatic and asymptomatic cases', 'On the scaling patterns of infectious disease incidence in cities', 'The Impact of Information Dissemination on Vaccinating Epidemics in Multiplex Networks', 'Vulnerability to pandemics in a rapidly urbanizing society', 'Epidemiological impact of waning immunization on a vaccinated population', 'Early warning signals in plant disease outbreaks', 'Spatial Models of Vector-Host Epidemics with Directed Movement of Vectors Over Long Distances')",2.0,,
302,"('The effect of phase change on stability of convective flow in a layer of volatile liquid driven by a horizontal temperature gradient', 'Instantons and Fluctuations in a Lagrangian Model of Turbulence')",2.0,"('Rethinking Information Sharing for Actionable Threat Intelligence', ""A simple introduction to Karmarkar's Algorithm for Linear Programming"")",2,"('On A Conjecture Regarding Permutations Which Destroy Arithmetic Progressions', 'On Functional Graphs of Quadratic Polynomials', 'More new classes of permutation trinomials over $\\mathbb{F}_{2^n}$', 'Some preliminary results on the set of principal congruences of a finite lattice', 'Iteration of Quadratic Polynomials Over Finite Fields', 'On permutation-invariance of limit theorems')",2.0,"('Household poverty classification in data-scarce environments: a machine learning approach', 'An Intersectional Definition of Fairness', 'Causal Interventions for Fairness')",2.0,"('Protein Folding and Machine Learning: Fundamentals', 'Conformation Clustering of Long MD Protein Dynamics with an Adversarial Autoencoder', 'New indicators for assessing the quality of in silico produced biomolecules: the case study of the aptamer-Angiopoietin-2 complex', 'PaccMann: Prediction of anticancer compound sensitivity with multi-modal attention-based neural networks', 'Improving Protein Gamma-Turn Prediction Using Inception Capsule Networks', 'Deep Robust Framework for Protein Function Prediction using Variable-Length Protein Sequences', 'RAFP-Pred: Robust Prediction of Antifreeze Proteins using Localized Analysis of n-Peptide Compositions', 'A practical guide to the simultaneous determination of protein structure and dynamics using metainference', 'Machine-learning a virus assembly fitness landscape', 'Relative energetics of acetyl-histidine protomers with and without Zn2+ and a benchmark of energy methods', 'Protein Mutation Stability Ternary Classification using Neural Networks and Rigidity Analysis', 'A streamlined, general approach for computing ligand binding free energies and its application to GPCR-bound cholesterol', 'Distance-based Protein Folding Powered by Deep Learning', 'Combining Alchemical Transformation with Physical Pathway to Accurately Compute Absolute Binding Free Energy', 'Protein Classification using Machine Learning and Statistical Techniques: A Comparative Analysis', 'Latent Molecular Optimization for Targeted Therapeutic Design', 'Protein Pattern Formation', 'Machine learning in protein engineering', 'Conformational dynamics of a single protein monitored for 24 hours at video rate', 'Markov modeling of peptide folding in the presence of protein crowders', 'Optimal segregation of proteins: phase transitions and symmetry breaking', 'Temperature-dependent non-covalent protein-protein interactions explain normal and inverted solubility in a mutant of human gamma D-crystallin')",2.0,,
303,"('Hidden multiparticle excitation in weakly interacting Bose-Einstein Condensate', 'Semisuper Efimov effect of two-dimensional bosons at a three-body resonance', 'Influence of broken-pair excitations on the exact pair wavefunction')",2.0,"('Attention-based Natural Language Person Retrieval', 'Speaker Diarization using Deep Recurrent Convolutional Neural Networks for Speaker Embeddings', 'Siamese Network of Deep Fisher-Vector Descriptors for Image Retrieval', 'Deep Person Re-Identification with Improved Embedding and Efficient Training', 'Learning Efficient Image Representation for Person Re-Identification', 'Phonetic-attention scoring for deep speaker features in speaker verification')",2,"('Pointed $p^2q$-dimensional Hopf algebras in positive characteristic', 'Gorenstein homological properties of tensor rings', 'The Ringel dual of the Auslander-Dlab-Ringel algebra', 'Syzygies of Cohen-Macaulay modules over one dimensional Cohen-Macaulay local rings', 'A note on the bijectivity of antipode of a Hopf algebra and its applications', 'On the presentation of Hecke-Hopf algebras for non-simply-laced type', 'Algebras of generalized dihedral type', 'Ringel duality as an instance of Koszul duality')",2.0,"('When Work Matters: Transforming Classical Network Structures to Graph CNN', 'Learning Graph Weighted Models on Pictures', 'Dual-Primal Graph Convolutional Networks')",2.0,"('Kinetics of Protein-DNA Interactions: First-Passage Analysis', 'Kinky DNA in solution: Small angle scattering study of a nucleosome positioning sequence', 'Strong deformations of DNA: Effect on the persistence length', 'The self-referring DNA and protein: a remark on physical and geometrical aspects', 'End-to-end distance and contour length distribution functions of DNA helices', 'Kinetic Trans-assembly of DNA Nanostructures', 'Frictional Effects on RNA Folding: Speed Limit and Kramers Turnover', 'Single-molecule imaging of DNA gyrase activity in living Escherichia coli', 'Determinants of cyclization-decyclization kinetics of short DNA with sticky ends', 'Unveiled electric profiles within hydrogen bonds suggest DNA base pairs with similar bond strengths', 'Short DNA persistence length in a mesoscopic helical model', 'Spontaneous domain formation in disordered copolymers as a mechanism for chromosome structuring')",2.0,,
